,Current,6/30/2024,3/31/2024,12/31/2023,9/30/2023,6/30/2023
Market Cap,2.72M ,5.67M ,10.88M ,8.96M ,6.81M ,23.94M 
Enterprise Value,2.69M ,5.65M ,10.85M ,8.94M ,6.79M ,23.92M 
Trailing P/E,-- ,-- ,-- ,-- ,-- ,-- 
Forward P/E,-- ,-- ,-- ,-- ,-- ,-- 
PEG Ratio (5yr expected),-- ,-- ,-- ,-- ,-- ,-- 
Price/Sales,5.14 ,15.45 ,37.81 ,33.93 ,24.30 ,85.45 
Price/Book,1.30 ,3.04 ,2.56 ,2.26 ,1.39 ,4.11 
Enterprise Value/Revenue,7.51 ,16.57 ,38.85 ,34.49 ,24.21 ,85.99 
Enterprise Value/EBITDA,-2.32 ,-- ,-- ,-6.63 ,-5.70 ,-18.11 
