,Current,9/30/2024,6/30/2024,3/31/2024,12/31/2023,9/30/2023
Market Cap,1.40T ,1.45T ,1.28T ,1.24T ,909.63B ,772.49B 
Enterprise Value,1.38T ,1.43T ,1.26T ,1.21T ,884.72B ,755.26B 
Trailing P/E,27.24 ,29.28 ,29.01 ,32.66 ,31.24 ,34.99 
Forward P/E,22.83 ,23.75 ,25.58 ,24.15 ,20.75 ,18.18 
PEG Ratio (5yr expected),0.93 ,1.01 ,1.17 ,1.10 ,0.81 ,0.72 
Price/Sales,9.69 ,10.08 ,9.31 ,9.46 ,7.33 ,6.57 
Price/Book,8.86 ,9.24 ,8.54 ,8.04 ,6.34 ,5.76 
Enterprise Value/Revenue,9.19 ,9.53 ,8.82 ,8.97 ,6.97 ,6.27 
Enterprise Value/EBITDA,18.23 ,19.38 ,18.83 ,20.49 ,18.62 ,19.71 
