,Current,7/31/2024,4/30/2024,1/31/2024,10/31/2023,7/31/2023
Market Cap,26.43B ,18.68B ,18.90B ,19.87B ,18.25B ,22.08B 
Enterprise Value,18.98B ,11.37B ,12.01B ,13.46B ,12.31B ,16.57B 
Trailing P/E,30.67 ,22.29 ,29.52 ,85.01 ,127.62 ,3.67k 
Forward P/E,16.10 ,11.86 ,12.24 ,14.14 ,13.46 ,17.27 
PEG Ratio (5yr expected),3.50 ,5.93 ,4.71 ,6.48 ,5.24 ,3.67 
Price/Sales,5.87 ,4.12 ,4.16 ,4.39 ,4.08 ,5.03 
Price/Book,3.10 ,2.25 ,2.36 ,2.68 ,2.61 ,3.38 
Enterprise Value/Revenue,4.14 ,2.49 ,2.65 ,2.99 ,2.76 ,3.75 
Enterprise Value/EBITDA,22.24 ,13.78 ,19.07 ,40.97 ,55.87 ,104.07 
