,Current,9/30/2024,6/30/2024,3/31/2024,12/31/2023,9/30/2023
Market Cap,5.74B ,7.01B ,5.85B ,9.04B ,1.86B ,1.11B 
Enterprise Value,4.81B ,6.07B ,4.88B ,8.68B ,1.49B ,715.81M 
Trailing P/E,-- ,-- ,-- ,-- ,-- ,-- 
Forward P/E,-- ,-- ,-- ,-- ,-- ,-- 
PEG Ratio (5yr expected),-- ,-- ,-- ,-- ,-- ,-- 
Price/Sales,-- ,-- ,-- ,-- ,-- ,-- 
Price/Book,6.30 ,7.62 ,6.29 ,25.94 ,5.06 ,2.87 
Enterprise Value/Revenue,-- ,-- ,-- ,-- ,-- ,-- 
Enterprise Value/EBITDA,-- ,-- ,-- ,-255.22 ,-50.89 ,-26.32 
