,Current,9/30/2024,6/30/2024,3/31/2024,12/31/2023,9/30/2023
Market Cap,24.86M ,20.79M ,6.86M ,13.71M ,23.62M ,9.68M 
Enterprise Value,5.32M ,25.89M ,9.63M ,7.95M ,17.86M ,-14.67M 
Trailing P/E,0.29 ,-- ,-- ,-- ,-- ,-- 
Forward P/E,-- ,-- ,-- ,-- ,-- ,-- 
PEG Ratio (5yr expected),-- ,-- ,-- ,-- ,-- ,-- 
Price/Sales,0.21 ,0.02 ,0.07 ,0.53 ,1.16 ,-- 
Price/Book,0.33 ,0.49 ,0.06 ,0.11 ,0.20 ,0.07 
Enterprise Value/Revenue,0.47 ,2.08 ,0.94 ,1.99 ,4.48 ,-3.68 
Enterprise Value/EBITDA,0.94 ,-- ,-- ,-- ,-0.69 ,0.54 
