,Current,7/31/2024,4/30/2024,1/31/2024,10/31/2023,7/31/2023
Market Cap,235.89B ,195.20B ,189.38B ,203.23B ,211.07B ,211.59B 
Enterprise Value,249.00B ,208.42B ,175.31B ,187.36B ,193.32B ,196.70B 
Trailing P/E,23.30 ,16.37 ,14.28 ,15.16 ,16.98 ,18.65 
Forward P/E,16.64 ,13.76 ,12.55 ,12.94 ,12.89 ,12.89 
PEG Ratio (5yr expected),2.52 ,5.40 ,3.37 ,3.08 ,2.74 ,2.12 
Price/Sales,4.47 ,3.57 ,3.35 ,3.54 ,3.75 ,3.91 
Price/Book,5.19 ,4.26 ,4.09 ,4.50 ,4.76 ,5.00 
Enterprise Value/Revenue,4.63 ,3.76 ,3.06 ,3.23 ,3.39 ,3.58 
Enterprise Value/EBITDA,15.81 ,12.18 ,9.64 ,10.16 ,11.07 ,11.99 
