,Current,9/30/2024,6/30/2024,3/31/2024,12/31/2023,9/30/2023
Market Cap,3.26T ,3.57T ,3.62T ,3.64T ,3.25T ,2.75T 
Enterprise Value,3.96T ,4.18T ,4.23T ,4.11T ,3.71T ,3.25T 
Trailing P/E,60.66 ,93.22 ,116.68 ,103.73 ,132.76 ,102.68 
Forward P/E,-- ,-- ,-- ,-- ,-- ,-- 
PEG Ratio (5yr expected),-- ,-- ,-- ,-- ,-- ,-- 
Price/Sales,3.20 ,3.64 ,3.76 ,3.39 ,3.07 ,2.27 
Price/Book,7.77 ,9.15 ,9.27 ,9.94 ,8.86 ,8.33 
Enterprise Value/Revenue,3.87 ,4.22 ,4.21 ,3.82 ,3.51 ,2.68 
Enterprise Value/EBITDA,27.18 ,42.55 ,42.50 ,45.62 ,35.79 ,47.23 
