,Current,7/31/2024,4/30/2024,1/31/2024,10/31/2023,7/31/2023
Market Cap,3.37B ,3.38B ,2.79B ,2.97B ,2.92B ,4.95B 
Enterprise Value,2.61B ,2.63B ,2.07B ,2.21B ,2.17B ,4.22B 
Trailing P/E,-- ,-- ,-- ,-- ,-- ,-- 
Forward P/E,-- ,-- ,-- ,-- ,-- ,-- 
PEG Ratio (5yr expected),-- ,-- ,-- ,-- ,-- ,-- 
Price/Sales,9.92 ,10.28 ,8.89 ,9.96 ,9.98 ,17.29 
Price/Book,3.85 ,3.87 ,3.10 ,3.26 ,3.13 ,5.33 
Enterprise Value/Revenue,8.03 ,8.46 ,6.97 ,7.77 ,7.93 ,15.83 
Enterprise Value/EBITDA,-2.30 ,-- ,-- ,-27.88 ,-28.48 ,-59.46 
