,Current,7/31/2024,4/30/2024,1/31/2024,10/31/2023,7/31/2023
Market Cap,93.96B ,79.77B ,77.66B ,76.84B ,68.17B ,80.03B 
Enterprise Value,-- ,-- ,-- ,-- ,-- ,-- 
Trailing P/E,13.30 ,10.73 ,10.34 ,10.88 ,8.79 ,9.82 
Forward P/E,10.85 ,9.20 ,9.61 ,9.55 ,7.71 ,8.64 
PEG Ratio (5yr expected),-- ,-- ,-- ,-- ,-- ,-- 
Price/Sales,2.81 ,2.40 ,2.37 ,2.38 ,2.11 ,2.52 
Price/Book,1.29 ,1.13 ,1.11 ,1.12 ,1.00 ,1.16 
Enterprise Value/Revenue,12.17 ,12.00 ,12.17 ,12.54 ,12.65 ,12.45 
Enterprise Value/EBITDA,-- ,-- ,-- ,-- ,-- ,-- 
