,Current,6/30/2024,3/31/2024,12/31/2023,9/30/2023,6/30/2023
Market Cap,3.64B ,2.88B ,3.16B ,3.76B ,2.95B ,3.10B 
Enterprise Value,4.10B ,3.47B ,3.60B ,4.57B ,3.73B ,3.91B 
Trailing P/E,12.98 ,12.56 ,8.02 ,9.28 ,7.60 ,7.99 
Forward P/E,36.63 ,12.44 ,14.01 ,16.78 ,13.02 ,12.20 
PEG Ratio (5yr expected),2.26 ,0.74 ,1.82 ,2.00 ,1.37 ,1.16 
Price/Sales,0.65 ,0.52 ,0.56 ,0.65 ,0.50 ,0.52 
Price/Book,1.92 ,1.32 ,1.43 ,1.74 ,1.39 ,1.49 
Enterprise Value/Revenue,0.74 ,0.61 ,0.62 ,0.78 ,0.64 ,0.66 
Enterprise Value/EBITDA,55.79 ,9.31 ,9.32 ,10.45 ,9.11 ,9.28 
