,Current,6/30/2024,3/31/2024,12/31/2023,9/30/2023,6/30/2023
Market Cap,2.11B ,1.82B ,2.57B ,2.54B ,2.10B ,2.48B 
Enterprise Value,3.54B ,3.23B ,3.93B ,3.88B ,3.41B ,3.74B 
Trailing P/E,-- ,-- ,-- ,-- ,-- ,-- 
Forward P/E,-- ,-- ,-- ,-- ,-- ,-- 
PEG Ratio (5yr expected),-- ,-- ,-- ,-- ,-- ,-- 
Price/Sales,1.20 ,1.06 ,1.52 ,1.55 ,1.30 ,1.57 
Price/Book,1.86 ,1.57 ,2.20 ,2.21 ,1.74 ,2.06 
Enterprise Value/Revenue,2.04 ,1.89 ,2.33 ,2.37 ,2.12 ,2.37 
Enterprise Value/EBITDA,24.42 ,23.35 ,29.05 ,28.68 ,25.85 ,28.18 
