,Current,9/30/2024,6/30/2024,3/31/2024,12/31/2023,9/30/2023
Market Cap,198.37M ,125.59M ,148.91M ,279.29M ,284.87M ,235.25M 
Enterprise Value,15.85M ,-78.88M ,-72.04M ,36.85M ,25.70M ,-45.72M 
Trailing P/E,-- ,-- ,-- ,-- ,-- ,-- 
Forward P/E,-- ,-- ,-- ,-- ,-- ,-- 
PEG Ratio (5yr expected),-- ,-- ,-- ,-- ,-- ,-- 
Price/Sales,87.08 ,73.49 ,115.76 ,257.27 ,415.05 ,507.40 
Price/Book,0.94 ,0.54 ,0.59 ,1.03 ,0.98 ,0.75 
Enterprise Value/Revenue,7.00 ,-- ,-- ,34.06 ,37.68 ,-205.04 
Enterprise Value/EBITDA,0.63 ,-- ,-- ,-- ,-2.22 ,1.76 
