,Current,9/30/2024,6/30/2024,3/31/2024,12/31/2023,9/30/2023
Market Cap,11.63B ,4.83B ,2.37B ,2.01B ,2.69B ,2.12B 
Enterprise Value,11.66B ,4.81B ,2.35B ,1.94B ,2.56B ,1.94B 
Trailing P/E,-- ,-- ,-- ,-- ,-- ,-- 
Forward P/E,-- ,-- ,-- ,-- ,-- ,-- 
PEG Ratio (5yr expected),-- ,-- ,-- ,-- ,-- ,-- 
Price/Sales,31.47 ,14.56 ,8.25 ,8.10 ,11.19 ,8.97 
Price/Book,27.70 ,10.62 ,4.94 ,3.65 ,4.62 ,3.48 
Enterprise Value/Revenue,32.04 ,14.72 ,8.32 ,7.94 ,10.83 ,8.37 
Enterprise Value/EBITDA,-16.44 ,-- ,-- ,-55.42 ,-64.47 ,-62.40 
