,Current,9/30/2024,6/30/2024,3/31/2024,12/31/2023,9/30/2023
Market Cap,300.27M ,61.51M ,45.89M ,74.35M ,68.57M ,81.10M 
Enterprise Value,310.48M ,56.72M ,41.10M ,72.64M ,66.86M ,81.64M 
Trailing P/E,-- ,-- ,-- ,-- ,-- ,-- 
Forward P/E,-- ,-- ,-- ,-- ,-- ,-- 
PEG Ratio (5yr expected),-- ,-- ,-- ,-- ,-- ,-- 
Price/Sales,753.41 ,251.36 ,193.42 ,302.34 ,278.83 ,309.94 
Price/Book,4.97 ,0.78 ,0.60 ,1.11 ,0.87 ,1.05 
Enterprise Value/Revenue,804.26 ,214.55 ,155.47 ,255.39 ,235.06 ,300.53 
Enterprise Value/EBITDA,-3.73 ,-- ,-- ,-- ,-10.13 ,-12.09 
