,Current,9/30/2024,6/30/2024,3/31/2024,12/31/2023,9/30/2023
Market Cap,1.03T ,992.95B ,877.88B ,908.92B ,776.89B ,763.99B 
Enterprise Value,1.11T ,1.07T ,965.09B ,999.17B ,870.83B ,839.28B 
Trailing P/E,9.63 ,14.64 ,12.04 ,9.55 ,10.31 ,8.94 
Forward P/E,23.98 ,19.72 ,18.38 ,18.76 ,16.29 ,19.16 
PEG Ratio (5yr expected),9.68 ,-- ,-- ,-- ,-- ,-- 
Price/Sales,2.27 ,2.47 ,2.15 ,2.09 ,1.96 ,1.93 
Price/Book,1.63 ,1.65 ,1.54 ,1.62 ,1.49 ,1.42 
Enterprise Value/Revenue,2.46 ,2.67 ,2.35 ,2.27 ,2.17 ,2.09 
Enterprise Value/EBITDA,-- ,-- ,-- ,-- ,-- ,-- 
