,Current,9/30/2024,6/30/2024,3/31/2024,12/31/2023,9/30/2023
Market Cap,1.54T ,2.11T ,1.36T ,1.41T ,1.54T ,1.74T 
Enterprise Value,1.34T ,1.84T ,971.30B ,919.40B ,1.09T ,1.34T 
Trailing P/E,17.05 ,28.43 ,16.78 ,13.41 ,10.85 ,19.81 
Forward P/E,9.47 ,13.18 ,8.64 ,7.88 ,7.67 ,9.73 
PEG Ratio (5yr expected),0.60 ,0.84 ,3.25 ,0.55 ,0.78 ,1.00 
Price/Sales,1.54 ,2.10 ,1.42 ,1.44 ,1.56 ,1.86 
Price/Book,1.50 ,2.03 ,1.27 ,1.25 ,1.33 ,1.60 
Enterprise Value/Revenue,1.30 ,1.75 ,0.96 ,0.92 ,1.09 ,1.39 
Enterprise Value/EBITDA,8.43 ,12.10 ,5.51 ,6.05 ,6.87 ,9.39 
