,Current,6/30/2024,3/31/2024,12/31/2023,9/30/2023,6/30/2023
Market Cap,10.29B ,8.41B ,7.60B ,7.50B ,7.54B ,6.66B 
Enterprise Value,8.00B ,5.88B ,4.86B ,4.72B ,4.13B ,3.12B 
Trailing P/E,29.68 ,26.57 ,29.57 ,28.04 ,32.60 ,46.18 
Forward P/E,19.49 ,17.86 ,16.16 ,15.95 ,15.67 ,21.28 
PEG Ratio (5yr expected),-- ,-- ,-- ,-- ,-- ,-- 
Price/Sales,7.70 ,6.83 ,7.02 ,6.65 ,7.31 ,6.81 
Price/Book,2.09 ,1.75 ,1.55 ,1.47 ,1.57 ,1.43 
Enterprise Value/Revenue,5.97 ,4.75 ,4.42 ,4.22 ,4.02 ,3.19 
Enterprise Value/EBITDA,21.35 ,17.24 ,18.03 ,17.22 ,17.26 ,20.10 
