,Current,7/31/2024,4/30/2024,1/31/2024,10/31/2023,7/31/2023
Market Cap,20.81B ,18.64B ,26.79B ,29.13B ,24.80B ,30.21B 
Enterprise Value,19.73B ,17.75B ,25.95B ,28.39B ,24.08B ,29.49B 
Trailing P/E,-- ,-- ,-- ,-- ,-- ,-- 
Forward P/E,82.64 ,112.36 ,149.25 ,120.48 ,121.95 ,277.78 
PEG Ratio (5yr expected),-- ,-- ,-- ,1.46 ,1.48 ,3.67 
Price/Sales,11.24 ,10.29 ,15.46 ,17.81 ,16.19 ,21.45 
Price/Book,15.27 ,14.69 ,25.06 ,30.11 ,28.02 ,38.12 
Enterprise Value/Revenue,10.84 ,10.05 ,15.42 ,17.90 ,16.20 ,21.57 
Enterprise Value/EBITDA,-56.29 ,-- ,-- ,-700.05 ,-1.53k ,-1.23k 
