,Current,7/31/2024,4/30/2024,1/31/2024,10/31/2023,7/31/2023
Market Cap,128.57B ,105.57B ,94.07B ,109.24B ,76.24B ,77.06B 
Enterprise Value,127.34B ,104.21B ,92.89B ,107.57B ,76.12B ,77.05B 
Trailing P/E,53.97 ,46.93 ,45.03 ,190.17 ,189.86 ,386.54 
Forward P/E,62.11 ,51.55 ,46.95 ,63.69 ,45.66 ,51.28 
PEG Ratio (5yr expected),2.85 ,1.32 ,1.16 ,2.29 ,1.62 ,1.58 
Price/Sales,17.33 ,14.76 ,13.59 ,16.21 ,12.07 ,12.63 
Price/Book,24.87 ,23.63 ,21.59 ,50.33 ,43.60 ,62.53 
Enterprise Value/Revenue,15.86 ,13.38 ,12.34 ,14.92 ,11.04 ,11.87 
Enterprise Value/EBITDA,99.76 ,82.10 ,80.49 ,97.11 ,87.59 ,134.31 
