,Current,9/30/2024,6/30/2024,3/31/2024,12/31/2023,9/30/2023
Market Cap,4.50M ,1.06M ,3.99M ,4.41M ,3.47M ,4.88M 
Enterprise Value,13.15M ,9.37M ,12.66M ,10.58M ,9.64M ,12.23M 
Trailing P/E,0.26 ,-- ,0.22 ,0.01 ,0.01 ,0.02 
Forward P/E,-- ,-- ,-- ,-- ,-- ,-- 
PEG Ratio (5yr expected),-- ,-- ,-- ,-- ,-- ,-- 
Price/Sales,0.01 ,0.03 ,0.08 ,0.05 ,0.04 ,0.21 
Price/Book,82.13 ,0.39 ,1.12 ,1.37 ,0.70 ,1.10 
Enterprise Value/Revenue,0.84 ,0.72 ,0.90 ,0.58 ,0.53 ,0.70 
Enterprise Value/EBITDA,2.73 ,-- ,2.88 ,-- ,-4.87 ,-4.43 
