,Current,6/30/2024,3/31/2024,12/31/2023,9/30/2023,6/30/2023
Market Cap,739.99M ,193.13M ,319.25M ,53.73M ,76.60M ,131.46M 
Enterprise Value,745.79M ,181.11M ,358.23M ,65.09M ,86.96M ,125.91M 
Trailing P/E,9.20 ,7.25 ,2.92 ,0.91 ,4.21 ,-- 
Forward P/E,-- ,-- ,-- ,-- ,-- ,-- 
PEG Ratio (5yr expected),-- ,-- ,-- ,-- ,-- ,-- 
Price/Sales,2.71 ,0.76 ,2.01 ,0.62 ,0.69 ,1.89 
Price/Book,-- ,-- ,-- ,-- ,-- ,-- 
Enterprise Value/Revenue,4.73 ,1.35 ,4.50 ,0.75 ,1.03 ,1.61 
Enterprise Value/EBITDA,21.05 ,-- ,20.75 ,2.56 ,5.35 ,7.95 
