,Current,9/30/2024,6/30/2024,3/31/2024,12/31/2023,9/30/2023
Market Cap,4.43B ,4.79B ,4.74B ,5.74B ,7.02B ,4.28B 
Enterprise Value,5.89B ,6.07B ,5.95B ,7.05B ,8.21B ,5.63B 
Trailing P/E,-- ,-- ,-- ,-- ,-- ,-- 
Forward P/E,-- ,-- ,-- ,-- ,-- ,-- 
PEG Ratio (5yr expected),-- ,-- ,-- ,-- ,-- ,-- 
Price/Sales,19.61 ,20.45 ,19.62 ,541.06 ,670.16 ,709.33 
Price/Book,-- ,-- ,-- ,-- ,-- ,-- 
Enterprise Value/Revenue,27.05 ,27.70 ,27.21 ,757.63 ,871.32 ,992.82 
Enterprise Value/EBITDA,-9.40 ,-- ,-- ,-631.77 ,-55.33 ,-35.76 
